Year,Transect,Shoreline_Distance
2021,362,1000.0000000000069
2022,362,1000.0000000000069
2023,362,1013.7622004890902
2024,362,1006.8811020261982
2025,362,1006.8811020261982
2016,363,1000.0000000001065
2017,363,1000.0000000001065
2018,363,1000.0000000001065
2019,363,1000.0000000001065
2020,363,1000.0000000001065
2021,363,1000.0000000001065
2022,363,1000.0000000001065
2023,363,1000.0000000001065
2024,363,1006.8811006662124
2025,363,1006.8811006662124
2016,364,999.9999999999592
2017,364,999.9999999999592
2018,364,999.9999999999592
2019,364,999.9999999999592
2020,364,999.9999999999592
2021,364,999.9999999999592
2022,364,999.9999999999592
2023,364,999.9999999999592
2024,364,1006.8810993051334
2025,364,1006.8810993051334
2016,365,999.9999999999646
2017,365,999.9999999999646
2018,365,999.9999999999646
2019,365,999.9999999999646
2020,365,990.3933334160686
2021,365,990.3933334160686
2022,365,990.3933334160686
2023,365,1009.6066673901157
2024,365,1009.6066673901157
2025,365,999.9999999999646
2016,366,999.9999999999977
2017,366,999.9999999999977
2018,366,999.9999999999977
2019,366,999.9999999999977
2020,366,999.9999999999977
2021,366,999.9999999999977
2022,366,999.9999999999977
2023,366,1013.7621904168947
2024,366,1006.8810969899681
2025,366,999.9999999999977
2016,367,1000.0000000000496
2017,367,1000.0000000000496
2018,367,1000.0000000000496
2019,367,1000.0000000000496
2020,367,1000.0000000000496
2021,367,1000.0000000000496
2022,367,1000.0000000000496
2023,367,1009.9460519535361
2024,367,1009.9460519535361
2025,367,1000.0000000000496
2016,368,999.9999999999839
2017,368,999.9999999999839
2018,368,999.9999999999839
2019,368,999.9999999999839
2020,368,1006.8810960346282
2021,368,999.9999999999839
2022,368,999.9999999999839
2023,368,1013.7621885058139
2024,368,1013.7621885058139
2025,368,1006.8810960346282
2016,369,999.9999999999395
2017,369,999.9999999999395
2018,369,999.9999999999395
2019,369,999.9999999999395
2020,369,999.9999999999395
2021,369,980.7866815690816
2022,369,1009.6066601593752
2023,369,1009.6066601593752
2024,369,1009.6066601593752
2025,369,1009.6066601593752
2016,370,999.9999999999243
2017,370,999.9999999999243
2018,370,999.9999999999243
2019,370,993.1189120354171
2020,370,999.9999999999243
2021,370,993.1189120354171
2022,370,999.9999999999243
2023,370,1006.8810896374349
2024,370,1006.8810896374349
2025,370,1006.8810896374349
2016,371,999.9999999999858
2017,371,999.9999999999858
2018,371,999.9999999999858
2019,371,993.1189133965739
2020,371,999.9999999999858
2021,371,986.2378232293748
2022,371,999.9999999999858
2023,371,1013.198416517954
2024,371,1006.8810882781315
2025,371,1006.8810882781315
2016,372,1000.0000000000109
2017,372,1000.0000000000109
2018,372,1000.0000000000109
2019,372,990.0539431450601
2020,372,990.0539431450601
2021,372,980.1078870121739
2022,372,1000.0000000000109
2023,372,1019.8921158758748
2024,372,1009.9460575772598
2025,372,1000.0000000000109
2016,373,999.9999999999887
2017,373,1021.2258938706536
2018,373,1021.2258938706536
2019,373,1017.8335601177808
2020,373,1017.8335601177808
2021,373,1014.1505971444548
2022,373,1021.2258938706536
2023,373,1021.2258938706536
2024,373,1028.301188814619
2025,373,1028.301188814619
2016,374,1000.0000000000451
2017,374,1013.7621451969359
2018,374,1013.7621451969359
2019,374,1013.7621451969359
2020,374,1006.8810724447576
2021,374,1006.8810724447576
2022,374,1008.5293323885398
2023,374,1020.643215284177
2024,374,1020.643215284177
2025,374,1020.643215284177
2016,375,999.999999999897
2017,375,999.999999999897
2018,375,999.999999999897
2019,375,1009.9519773896063
2020,375,1009.9519773896063
2021,375,1009.9519773896063
2022,375,1009.9519773896063
2023,375,1019.9039548205794
2024,375,1019.9039548205794
2025,375,1019.9039548205794
2016,376,1000.0000000000932
2017,376,1000.0000000000932
2018,376,1000.0000000000932
2019,376,1013.7621204429121
2020,376,1013.7621204429121
2021,376,1000.0000000000932
2022,376,1013.7621204429121
2023,376,1020.6431800889136
2024,376,1020.6431800889136
2025,376,1020.6431800889136
2016,377,1000.0000000000299
2017,377,1000.0000000000299
2018,377,1000.0000000000299
2019,377,1006.8810606427015
2020,377,1006.8810606427015
2021,377,1000.0000000000299
2022,377,1006.8810606427015
2023,377,1020.6431760071144
2024,377,1014.3763566943647
2025,377,1014.3763566943647
2016,378,1000.0000000000236
2017,378,1000.0000000000236
2018,378,1000.0000000000236
2019,378,1000.0000000000236
2020,378,1000.0000000000236
2021,378,1000.0000000000236
2022,378,1000.0000000000236
2023,378,1014.3763614719426
2024,378,1006.8810592828961
2025,378,1013.7621150013971
2016,379,999.9999999999125
2017,379,999.9999999999125
2018,379,999.9999999999125
2019,379,999.9999999999125
2020,379,999.9999999999125
2021,379,999.9999999999125
2022,379,999.9999999999125
2023,379,1013.7621122813788
2024,379,1006.8810579228314
2025,379,1006.8810579228314
2016,380,999.9999999999505
2017,380,999.9999999999505
2018,380,999.9999999999505
2019,380,999.9999999999505
2020,380,999.9999999999505
2021,380,999.9999999999505
2022,380,1006.8810569694394
2023,380,1013.7621103738987
2024,380,999.9999999999505
2025,380,1013.7621103738987
2016,381,999.9999999999116
2017,381,999.9999999999116
2018,381,999.9999999999116
2019,381,999.9999999999116
2020,381,999.9999999999116
2021,381,999.9999999999116
2022,381,1006.8810560148133
2023,381,1014.376377505581
2024,381,1006.8810560148133
2025,381,1014.376377505581
2016,382,1000.0000000000349
2017,382,1000.0000000000349
2018,382,1000.0000000000349
2019,382,1000.0000000000349
2020,382,993.1189470196208
2021,382,993.1189470196208
2022,382,1006.8810546551828
2023,382,1013.762105745556
2024,382,1006.8810546551828
2025,382,1013.762105745556
2016,383,1000.0000000001024
2017,383,1000.0000000001024
2018,383,1000.0000000001024
2019,383,1000.0000000001024
2020,383,993.1189502877744
2021,383,971.247222684497
2022,383,1000.0000000001024
2023,383,1006.8810513864322
2024,383,1013.7620992083056
2025,383,1014.3763983213619
2016,384,1000.0000000000532
2017,384,1000.0000000000532
2018,384,1000.0000000000532
2019,384,993.1189516475415
2020,384,986.2378997309023
2021,384,965.5947421433351
2022,384,1000.0000000000532
2023,384,1006.8810500268106
2024,384,1006.8810500268106
2025,384,1013.7620964889525
2016,385,1000.0000000000621
2017,385,1000.0000000000621
2018,385,1000.0000000000621
2019,385,990.0539138485793
2020,385,980.1078284207911
2021,385,960.2156446702636
2022,385,990.0539138485793
2023,385,1009.9460868736097
2024,385,1009.9460868736097
2025,385,1009.9460868736097
2016,386,999.9999999999519
2017,386,999.9999999999519
2018,386,999.9999999999519
2019,386,999.9999999999519
2020,386,990.0480100108589
2021,386,961.5736842169567
2022,386,999.9999999999519
2023,386,1009.9519901943959
2024,386,1009.9519901943959
2025,386,1009.9519901943959
2016,387,999.9999999999957
2017,387,999.9999999999957
2018,387,999.9999999999957
2019,387,990.3934222060016
2020,387,990.3934222060016
2021,387,990.3934222060016
2022,387,999.9999999999957
2023,387,1009.6065786014076
2024,387,1009.6065786014076
2025,387,1009.9519915484652
2016,388,1000.0000000000387
2017,388,1000.0000000000387
2018,388,1000.0000000000387
2019,388,1000.0000000000387
2020,388,1000.0000000000387
2021,388,1000.0000000000387
2022,388,1000.0000000000387
2023,388,1013.7620907665198
2024,388,1013.7620907665198
2025,388,1013.7620907665198
2016,389,999.9999999999546
2017,389,999.9999999999546
2018,389,999.9999999999546
2019,389,999.9999999999546
2020,389,999.9999999999546
2021,389,1009.6065754708798
2022,389,999.9999999999546
2023,389,1009.9519942568426
2024,389,1009.9519942568426
2025,389,1019.2131512182442
2016,390,999.9999999999571
2017,390,999.9999999999571
2018,390,999.9999999999571
2019,390,999.9999999999571
2020,390,990.053907560619
2021,390,990.0539047540896
2022,390,999.9999999999571
2023,390,1009.9460953296502
2024,390,1019.8921870485532
2025,390,1019.8921870485532
2016,391,999.9999999999375
2017,391,999.9999999999375
2018,391,999.9999999999375
2019,391,999.9999999999375
2020,391,999.9999999999375
2021,391,990.0539041670967
2022,391,1009.9460937494779
2023,391,1019.8921882215487
2024,391,1019.8921919166319
2025,391,1029.8382834163847
2016,392,1000.0000000000646
2017,392,1000.0000000000646
2018,392,1000.0000000000646
2019,392,1006.8810447108493
2020,392,1000.0000000000646
2021,392,986.237910362116
2022,392,1013.7620858565303
2023,392,1020.6431282089416
2024,392,1027.5241674639974
2025,392,1027.5241674639974
2016,393,1000.0000000000231
2017,393,1000.0000000000231
2018,393,1000.0000000000231
2019,393,1013.7620801356485
2020,393,1000.0000000000231
2021,393,1000.0000000000231
2022,393,1013.7620801356485
2023,393,1014.3764546078756
2024,393,1014.3764546078756
2025,393,1027.5241560227746
2016,394,1000.0000000000409
2017,394,1000.0000000000409
2018,394,1000.0000000000409
2019,394,1009.9460987824658
2020,394,990.0539019413122
2021,394,990.0539019413122
2022,394,1000.0000000000409
2023,394,1009.9461009495918
2024,394,1019.8921982876541
2025,394,1019.8922019815715
2016,395,999.9999999999263
2017,395,999.9999999999263
2018,395,999.9999999999263
2019,395,1009.946101536719
2020,395,999.9999999999263
2021,395,999.9999999999263
2022,395,999.9999999999263
2023,395,1009.946101536719
2024,395,1019.8922031566387
2025,395,1019.8922031566387
2016,396,999.9999999999479
2017,396,999.9999999999479
2018,396,999.9999999999479
2019,396,1019.892214568155
2020,396,999.9999999999479
2021,396,999.9999999999479
2022,396,1009.946106921738
2023,396,1009.946109088167
2024,396,1019.8922182599788
2025,396,1019.8922182599788
2016,397,999.9999999999433
2017,397,999.9999999999433
2018,397,999.9999999999433
2019,397,1020.6431008295654
2020,397,1006.8810355847277
2021,397,1006.8810355847277
2022,397,1013.7620676035688
2023,397,1014.3764948669191
2024,397,1027.5241309573785
2025,397,1027.5241309573785
2016,398,1000.0000000000158
2017,398,1000.0000000000158
2018,398,1000.0000000000158
2019,398,1014.3764996492729
2020,398,1000.0000000000158
2021,398,1000.0000000000158
2022,398,1006.8810342253935
2023,398,1006.8810342253935
2024,398,1020.6430967511852
2025,398,1020.6430967511852
2016,399,999.9999999999416
2017,399,999.9999999999416
2018,399,999.9999999999416
2019,399,1006.8810328652589
2020,399,999.9999999999416
2021,399,993.1189688089552
2022,399,999.9999999999416
2023,399,1006.8810328652589
2024,399,1014.3765044306492
2025,399,1020.6430926715767
2016,400,1000.000000000005
2017,400,1000.000000000005
2018,400,1000.000000000005
2019,400,1000.000000000005
2020,400,985.6234749003265
2021,400,986.2379443947036
2022,400,1000.000000000005
2023,400,1000.000000000005
2024,400,1006.8810276941
2025,400,1013.762051822666
2016,401,1000.0000000000778
2017,401,1000.0000000000778
2018,401,1000.0000000000778
2019,401,1000.0000000000778
2020,401,990.0538815085929
2021,401,1000.0000000000778
2022,401,1000.0000000000778
2023,401,1009.9461164089593
2024,401,1009.9461185753884
2025,401,1009.9461185753884
2016,402,1000.0000000000226
2017,402,1000.0000000000226
2018,402,1000.0000000000226
2019,402,1009.9461169964343
2020,402,990.0538837280056
2021,402,1000.0000000000226
2022,402,1009.9461169964343
2023,402,1009.946119163329
2024,402,1009.946119163329
2025,402,1019.8922347163079
2016,403,1000.0000000000182
2017,403,1000.0000000000182
2018,403,1000.0000000000182
2019,403,1019.8922358925192
2020,403,1000.0000000000182
2021,403,1000.0000000000182
2022,403,1009.9461197515482
2023,403,1009.9461197515482
2024,403,1019.8922358925192
2025,403,1029.8383549247778
2016,404,1067.056939596272
2017,404,1019.159145233828
2018,404,1019.159145233828
2019,404,952.1020677890472
2020,404,999.999999999983
2021,404,1028.7387119589457
2022,404,961.68166208673
2023,404,961.68166208673
2024,404,942.5224695661369
2025,404,932.9428674150854
2016,405,999.9999999999271
2017,405,999.9999999999271
2018,405,999.9999999999271
2019,405,999.9999999999271
2020,405,986.2379569166887
2021,405,993.1189802412797
2022,405,993.1189802412797
2023,405,999.9999999999271
2024,405,1006.8810214332348
2025,405,1013.762039300111
2016,406,999.9999999999762
2017,406,999.9999999999762
2018,406,999.9999999999762
2019,406,1009.946128019414
2020,406,999.9999999999762
2021,406,999.9999999999762
2022,406,999.9999999999762
2023,406,1009.946128019414
2024,406,1009.9461304191573
2025,406,1019.892260922164
2016,407,999.9999999998922
2017,407,1031.401876251867
2018,407,1031.401876251867
2019,407,1031.401876251867
2020,407,1021.4557409920491
2021,407,999.9999999998922
2022,407,1031.401876251867
2023,407,1039.7845447400673
2024,407,1031.401876251867
2025,407,1049.7306811329283
2016,408,1000.0000000000199
2017,408,1000.0000000000199
2018,408,1000.0000000000199
2019,408,1013.7620191694765
2020,408,993.1189903066085
2021,408,971.2467496537033
2022,408,1006.8810113680063
2023,408,1006.8810113680063
2024,408,1006.8810113680063
2025,408,1020.6430281770297
2016,409,1000.0000000000222
2017,409,1000.0000000000222
2018,409,1000.0000000000222
2019,409,1000.0000000000222
2020,409,990.0538618635857
2021,409,970.1615767149652
2022,409,1009.9461388610857
2023,409,1009.9461388610857
2024,409,1009.9461388610857
2025,409,1019.8922784470082
2016,410,1000.0000000000191
2017,410,1000.0000000000191
2018,410,1000.0000000000191
2019,410,1028.4872939415236
2020,410,1000.0000000000191
2021,410,1000.0000000000191
2022,410,1018.9915255621653
2023,410,1028.4872939415236
2024,410,1028.4872939415236
2025,410,1037.9830660538876
2016,411,1000.0000000000333
2017,411,1000.0000000000333
2018,411,1000.0000000000333
2019,411,1013.7620053031977
2020,411,1000.0000000000333
2021,411,986.237990912328
2022,411,1006.8810044349161
2023,411,1013.7620053031977
2024,411,1006.8810044349161
2025,411,1020.6430073784643
2016,412,1000.0000000000553
2017,412,1000.0000000000553
2018,412,1000.0000000000553
2019,412,1006.8810030762924
2020,412,993.1189985989777
2021,412,986.2379936307142
2022,412,1000.0000000000553
2023,412,1006.8810030762924
2024,412,1006.8810030762924
2025,412,1014.3766708685588
2016,413,999.9999999998888
2017,413,999.9999999998888
2018,413,999.9999999998888
2019,413,999.9999999998888
2020,413,990.053855156487
2021,413,980.1077110381767
2022,413,999.9999999998888
2023,413,1009.9461455674524
2024,413,999.9999999998888
2025,413,1019.8922918610403
2016,414,999.9999999999335
2017,414,999.9999999999335
2018,414,999.9999999999335
2019,414,1009.9461461569992
2020,414,999.9999999999335
2021,414,990.0538517595659
2022,414,1009.9461461569992
2023,414,1009.9461483227298
2024,414,1009.9461461569992
2025,414,1019.8922967302844
2016,415,1000.0000000001062
2017,415,1000.0000000001062
2018,415,1000.0000000001062
2019,415,1013.7620014971311
2020,415,1000.0000000001062
2021,415,993.1189991429957
2022,415,1013.7620014971311
2023,415,1014.3766773543133
2024,415,1013.7620014971311
2025,415,1027.5239987428536
2016,416,1000.0000000000921
2017,416,1000.0000000000921
2018,416,1000.0000000000921
2019,416,1000.0000000000921
2020,416,990.0538533065725
2021,416,990.0538504984105
2022,416,1000.0000000000921
2023,416,1009.9461474194029
2024,416,1009.9461474194029
2025,416,1019.8922955640381
2016,417,999.9999999999532
2017,417,999.9999999999532
2018,417,999.9999999999532
2019,417,999.9999999999532
2020,417,999.9999999999532
2021,417,993.1190000935704
2022,417,1006.8810015803377
2023,417,1013.7619995934626
2024,417,1013.7619995934626
2025,417,1020.642998813658
2016,418,1000.0000000000205
2017,418,1000.0000000000205
2018,418,1000.0000000000205
2019,418,1000.0000000000205
2020,418,990.0538520442498
2021,418,990.0538520442498
2022,418,1000.0000000000205
2023,418,1009.9461486815824
2024,418,1009.9461486815824
2025,418,1019.8923017774986
2016,419,1000.0000000000819
2017,419,1000.0000000000819
2018,419,1000.0000000000819
2019,419,1009.9461492711582
2020,419,1000.0000000000819
2021,419,1000.0000000000819
2022,419,1009.9461492711582
2023,419,1019.892299265929
2024,419,1009.9461514373545
2025,419,1029.8384499871895
2016,420,1000.0000000000365
2017,420,1000.0000000000365
2018,420,1000.0000000000365
2019,420,1019.8922999755986
2020,420,1000.0000000000365
2021,420,1009.946149626203
2022,420,1009.9461520266451
2023,420,1029.8384510519495
2024,420,1019.8922999755986
2025,420,1029.8384563278482
2016,421,999.9999999999569
2017,421,1009.9461588426943
2018,421,1009.9461588426943
2019,421,1009.9461588426943
2020,421,1009.9461588426943
2021,421,999.9999999999569
2022,421,1009.9461588426943
2023,421,1019.8923177692558
2024,421,1019.8923177692558
2025,421,1029.8384767787131
2016,422,1000.0000000000316
2017,422,1000.0000000000316
2018,422,1000.0000000000316
2019,422,1009.95206516135
2020,422,1009.95206516135
2021,422,1000.0000000000316
2022,422,1009.95206516135
2023,422,1019.9041303632238
2024,422,1019.9041303632238
2025,422,1029.8561956061233
2016,423,999.999999999995
2017,423,986.2380236154589
2018,423,986.2380236154589
2019,423,986.2380236154589
2020,423,972.4760429782931
2021,423,965.7088886227274
2022,423,979.3570326466403
2023,423,986.2380236154589
2024,423,979.3570326466403
2025,423,999.999999999995
2016,424,999.9999999998907
2017,424,970.7684021016194
2018,424,970.7684021016194
2019,424,982.3664775872658
2020,424,971.2483314989897
2021,424,963.4605007287344
2022,424,985.3842039122231
2023,424,992.6921016943976
2024,424,992.6921016943976
2025,424,982.3664775872658
2016,425,1000.0000000000741
2017,425,958.7141202935996
2018,425,958.7141202935996
2019,425,970.1180538559869
2020,425,970.1180538559869
2021,425,970.1180538559869
2022,425,972.4760844501992
2023,425,984.4948412736204
2024,425,986.2380443521948
2025,425,998.8716347342709
2016,426,1000.0000000000763
2017,426,986.2380502217478
2018,426,986.2380502217478
2019,426,986.2380502217478
2020,426,993.1190264671876
2021,426,993.1190264671876
2022,426,993.1190264671876
2023,426,993.1190264671876
2024,426,1006.8809738835964
2025,426,1006.8809738835964
2016,427,1000.0000000000958
2017,427,992.1062127533667
2018,427,992.1062127533667
2019,427,992.1062127533667
2020,427,997.5918906046338
2021,427,984.2124256674654
2022,427,992.1062127533667
2023,427,992.1062127533667
2024,427,1007.8937874077662
2025,427,1023.6813670860806
2016,428,1000.0000000000471
2017,428,979.3571351142946
2018,428,979.3571351142946
2019,428,986.238090924307
2020,428,975.2782094790471
2021,428,958.7142600057008
2022,428,986.238090924307
2023,428,986.238090924307
2024,428,1000.0000000000471
2025,428,993.1190465520393
2016,429,1000.0000000000855
2017,429,980.1496216739313
2018,429,980.1496216739313
2019,429,1000.0420005891455
2020,429,980.1496216739313
2021,429,970.2034333069907
2022,429,990.0958107682927
2023,429,990.0958107682927
2024,429,1009.9881911362553
2025,429,1000.0420005891455
2016,430,1064.8930744036547
2017,430,1076.9109865429168
2018,430,1076.9109865429168
2019,430,1067.2971155386335
2020,430,1067.2971155386335
2021,430,1067.2971155386335
2022,430,1076.9109865429168
2023,430,1064.8930744036547
2024,430,965.6857852885579
2025,430,1064.8930744036547
2016,431,999.9999999999914
2017,431,990.4705865609725
2018,431,990.4705865609725
2019,431,999.9999999999914
2020,431,999.9999999999914
2021,431,999.9999999999914
2022,431,990.4705865609725
2023,431,999.9999999999914
2024,431,1009.5294128741169
2025,431,999.9999999999914
2016,432,999.9999999999781
2017,432,972.4762904552325
2018,432,972.4762904552325
2019,432,993.1190752472124
2020,432,972.4762904552325
2021,432,972.4762904552325
2022,432,972.4762904552325
2023,432,986.2381473185103
2024,432,999.9999999999781
2025,432,972.4762904552325
2016,433,999.9999999999319
2017,433,999.9999999999319
2018,433,999.9999999999319
2019,433,1009.9462109436578
2020,433,1009.9462109436578
2021,433,990.0537897829286
2022,433,1009.9462109436578
2023,433,1009.9462109436578
2024,433,1009.9462109436578
2025,433,1009.946213343637
2016,434,1000.000000000039
2017,434,1000.000000000039
2018,434,1000.000000000039
2019,434,1020.6427355558694
2020,434,1013.761824090224
2021,434,1000.000000000039
2022,434,1013.761824090224
2023,434,1013.761824090224
2024,434,1014.3770562795734
2025,434,1020.6427355558694
2016,435,999.9999999998907
2017,435,999.9999999998907
2018,435,999.9999999998907
2019,435,1019.8924331848751
2020,435,1009.9462165504709
2021,435,1009.9462143845046
2022,435,1009.9462143845046
2023,435,1009.9462143845046
2024,435,1019.8924294972394
2025,435,1029.8386453359983
2016,436,999.9999999998968
2017,436,999.9999999998968
2018,436,999.9999999998968
2019,436,1019.8924343677209
2020,436,1009.9462171423625
2021,436,1019.8924306810162
2022,436,1019.8924306810162
2023,436,1019.8924306810162
2024,436,1029.8386471125934
2025,436,1029.8386516764406
2016,437,999.9999999999519
2017,437,999.9999999999519
2018,437,999.9999999999519
2019,437,1029.838648886253
2020,437,1019.8924318634748
2021,437,1019.8924355513435
2022,437,1029.838648886253
2023,437,1029.838648886253
2024,437,1029.8386534517301
2025,437,1029.8386534517301
2016,438,1000.0000000000363
2017,438,1000.0000000000363
2018,438,1000.0000000000363
2019,438,1029.8563942564679
2020,438,1019.904262797414
2021,438,1019.904262797414
2022,438,1029.8563942564679
2023,438,1029.8563942564679
2024,438,1038.425381869755
2025,438,1038.425381869755
2016,439,999.9999999999079
2017,439,1034.4045173733136
2018,439,1034.4045173733136
2019,439,1022.107497992957
2020,439,1020.642713151928
2021,439,999.9999999999079
2022,439,1013.7618103737002
2023,439,1020.642713151928
2024,439,1034.4045173733136
2025,439,1034.4045173733136
2016,440,1000.0000000000769
2017,440,1000.0000000000769
2018,440,1000.0000000000769
2019,440,1000.0000000000769
2020,440,1000.0000000000769
2021,440,990.053771883857
2022,440,1000.0000000000769
2023,440,1000.0000000000769
2024,440,1000.0000000000769
2025,440,1009.9462282010549
2016,441,999.9999999999714
2017,441,999.9999999999714
2018,441,999.9999999999714
2019,441,999.9999999999714
2020,441,999.9999999999714
2021,441,990.053771291817
2022,441,999.9999999999714
2023,441,999.9999999999714
2024,441,1009.9462266269161
2025,441,1009.9462287928824
2016,442,999.9999999999237
2017,442,999.9999999999237
2018,442,999.9999999999237
2019,442,999.9999999999237
2020,442,999.9999999999237
2021,442,990.0537707000582
2022,442,999.9999999999237
2023,442,999.9999999999237
2024,442,1009.9462293845478
2025,442,1009.9462293845478
2016,443,999.9999999999343
2017,443,999.9999999999343
2018,443,999.9999999999343
2019,443,999.9999999999343
2020,443,999.9999999999343
2021,443,990.0537701076611
2022,443,999.9999999999343
2023,443,999.9999999999343
2024,443,1009.9462299760331
2025,443,1009.9462299760331
2016,444,999.9999999999857
2017,444,999.9999999999857
2018,444,999.9999999999857
2019,444,999.9999999999857
2020,444,999.9999999999857
2021,444,990.0537695159992
2022,444,999.9999999999857
2023,444,999.9999999999857
2024,444,1009.9462305682647
2025,444,1009.9462305682647
2016,445,1000.0000000000094
2017,445,1000.0000000000094
2018,445,1000.0000000000094
2019,445,1000.0000000000094
2020,445,1000.0000000000094
2021,445,990.0537689238437
2022,445,1000.0000000000094
2023,445,1000.0000000000094
2024,445,1009.9462311604665
2025,445,1009.9462311604665
2016,446,1000.0000000000458
2017,446,1000.0000000000458
2018,446,1000.0000000000458
2019,446,1000.0000000000458
2020,446,1000.0000000000458
2021,446,986.238197611824
2022,446,1000.0000000000458
2023,446,1000.0000000000458
2024,446,1014.3771288044502
2025,446,1014.3771288044502
2016,447,1000.0000000000066
2017,447,1000.0000000000066
2018,447,1000.0000000000066
2019,447,1000.0000000000066
2020,447,1000.0000000000066
2021,447,1000.0000000000066
2022,447,1009.4954496843591
2023,447,1009.5293368588898
2024,447,1009.5293368588898
2025,447,1000.0000000000066
2016,448,1000.000000000068
2017,448,1000.000000000068
2018,448,1000.000000000068
2019,448,993.1191092781569
2020,448,1000.000000000068
2021,448,993.1191092781569
2022,448,1000.000000000068
2023,448,1006.8808923970532
2024,448,1014.3771640440294
2025,448,1006.8808923970532
2016,449,1000.0000000000076
2017,449,1000.0000000000076
2018,449,1000.0000000000076
2019,449,990.0537645551723
2020,449,1000.0000000000076
2021,449,990.0537645551723
2022,449,1000.0000000000076
2023,449,1009.9462361720311
2024,449,1019.8924730740382
2025,449,1009.9462361720311
2016,450,999.9999999999098
2017,450,999.9999999999098
2018,450,999.9999999999098
2019,450,999.9999999999098
2020,450,1009.6063062606446
2021,450,999.9999999999098
2022,450,1009.6063062606446
2023,450,1009.9521540236325
2024,450,1019.9043080886086
2025,450,1019.212612803184
2016,451,999.9999999999225
2017,451,999.9999999999225
2018,451,999.9999999999225
2019,451,999.9999999999225
2020,451,999.9999999999225
2021,451,999.9999999999225
2022,451,999.9999999999225
2023,451,999.9999999999225
2024,451,1009.9462401980957
2025,451,1009.9462401980957
2016,452,1000.0000000000581
2017,452,1000.0000000000581
2018,452,1000.0000000000581
2019,452,1006.8808909106081
2020,452,1006.8808909106081
2021,452,1006.8808909106081
2022,452,1006.8808909106081
2023,452,1006.8808909106081
2024,452,1014.377176191617
2025,452,1014.377176191617
2016,453,999.999999999958
2017,453,999.999999999958
2018,453,999.999999999958
2019,453,1009.9462393003838
2020,453,1009.9462393003838
2021,453,999.999999999958
2022,453,1009.9462393003838
2023,453,1009.9462393003838
2024,453,1009.9462393003838
2025,453,1009.9462393003838
2016,454,1000.0000000000128
2017,454,1000.0000000000128
2018,454,1000.0000000000128
2019,454,1013.7617763540334
2020,454,1013.7617763540334
2021,454,1000.0000000000128
2022,454,1013.7617763540334
2023,454,1013.7617763540334
2024,454,1013.7617763540334
2025,454,1013.7617763540334
2016,455,999.9999999998921
2017,455,999.9999999998921
2018,455,999.9999999998921
2019,455,1009.9462403338911
2020,455,1009.9462403338911
2021,455,999.9999999998921
2022,455,1009.9462403338911
2023,455,1009.9462403338911
2024,455,1009.9462403338911
2025,455,1029.8387231888087
2016,456,1000.0000000000448
2017,456,1000.0000000000448
2018,456,1000.0000000000448
2019,456,1028.5876791911285
2020,456,1019.0584489835969
2021,456,1009.529220114484
2022,456,1028.5876791911285
2023,456,1019.0584489835969
2024,456,1038.116913206567
2025,456,1038.116913206567
2016,457,1000.0000000000473
2017,457,1000.0000000000473
2018,457,1000.0000000000473
2019,457,1019.0584394462528
2020,457,1000.0000000000473
2021,457,1000.0000000000473
2022,457,1019.0584394462528
2023,457,1009.5292178179758
2024,457,1028.5876648849974
2025,457,1028.5876648849974
2016,458,1000.0000000000481
2017,458,1000.0000000000481
2018,458,1000.0000000000481
2019,458,1000.0000000000481
2020,458,990.5046054688336
2021,458,990.5046054688336
2022,458,1000.0000000000481
2023,458,1000.0000000000481
2024,458,1000.0000000000481
2025,458,1019.05855269052
2016,459,1000.0000000000676
2017,459,986.1259234898969
2018,459,986.1259234898969
2019,459,986.1259234898969
2020,459,986.1259234898969
2021,459,986.1259234898969
2022,459,986.1259234898969
2023,459,993.0629608991569
2024,459,1000.0000000000676
2025,459,1000.0000000000676
2016,460,1000.0000000001028
2017,460,967.3473095004251
2018,460,967.3473095004251
2019,460,967.3473095004251
2020,460,967.3473095004251
2021,460,967.3473095004251
2022,460,972.4765584419021
2023,460,980.5440364232564
2024,460,986.2382813513569
2025,460,993.1191400962826
2016,461,1000.0000000000299
2017,461,965.521089760613
2018,461,965.521089760613
2019,461,966.9278613581267
2020,461,972.4168743968526
2021,461,965.521089760613
2022,461,972.4168743968526
2023,461,972.4168743968526
2024,461,993.10421928815
2025,461,1013.7915568411474
2016,462,1139.24759253097
2017,462,1188.9788409457522
2018,462,1188.9788409457522
2019,462,1169.0863947872074
2020,462,1169.0863437668554
2021,462,1159.1401369357045
2022,462,1169.0863437668554
2023,462,1159.1401369357045
2024,462,1149.1938436719843
2025,462,1119.3551046977216
2016,463,1149.1938347791888
2017,463,1198.925076586043
2018,463,1198.925076586043
2019,463,1179.0325820503172
2020,463,1179.0325820503172
2021,463,1169.086333688992
2022,463,1179.0325820503172
2023,463,1169.086333688992
2024,463,1159.140084599083
2025,463,1129.3013329534112
2016,464,1159.1400751138135
2017,464,1208.871310311821
2018,464,1208.871310311821
2019,464,1188.9788184197262
2020,464,1188.9788184197262
2021,464,1179.0325713797529
2022,464,1188.9788184197262
2023,464,1179.0325713797529
2024,464,1169.0863236116584
2025,464,1139.2475759309682
2016,465,1188.9788071623523
2017,465,1218.817542130368
2018,465,1218.817542130368
2019,465,1198.9250528809762
2020,465,1218.817542130368
2021,465,1208.8712978698488
2022,465,1218.817542130368
2023,465,1208.8712978698488
2024,465,1208.8712978698488
